filename,date,site,device_id,biome,species_richness,pseudo_species_total_abundance,pseudo_species_shannon,pseudo_species_simpson,pseudo_species_inv_simpson,pseudo_species_gini_simpson
SM303734__0__20210522_021800_5,2021-05-22 02:58:00,site_216,SM3,Forest - Temperate,1,,,,,
SM303734__0__20210522_031804_1,2021-05-22 03:18:00,site_216,SM3,Forest - Temperate,1,,,,,
SM303734__0__20210522_031804_3,2021-05-22 03:38:00,site_216,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210522_031804_5,2021-05-22 03:58:00,site_216,SM3,Forest - Temperate,3,,,,,
SM303734__0__20210522_041804_1,2021-05-22 04:18:00,site_216,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210522_041804_3,2021-05-22 04:38:00,site_216,SM3,Forest - Temperate,2,,,,,
SM303734__0__20210522_041804_5,2021-05-22 04:58:00,site_216,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210522_051804_1,2021-05-22 05:18:00,site_216,SM3,Forest - Temperate,5,,,,,
SM303734__0__20210522_051804_3,2021-05-22 05:38:00,site_216,SM3,Forest - Temperate,7,,,,,
SM303734__0__20210522_051804_5,2021-05-22 05:58:00,site_216,SM3,Forest - Temperate,7,,,,,
SM303734__0__20210522_061804_1,2021-05-22 06:18:00,site_216,SM3,Forest - Temperate,8,,,,,
SM303734__0__20210522_061804_3,2021-05-22 06:38:00,site_216,SM3,Forest - Temperate,6,,,,,
SM303734__0__20210522_061804_5,2021-05-22 06:58:00,site_216,SM3,Forest - Temperate,8,,,,,
SM303734__0__20210522_071804_1,2021-05-22 07:18:00,site_216,SM3,Forest - Temperate,3,,,,,
SM303734__0__20210522_071804_3,2021-05-22 07:38:00,site_216,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210522_071804_5,2021-05-22 07:58:00,site_216,SM3,Forest - Temperate,7,,,,,
SM303731__0__20210426_030300_1,2021-04-26 03:03:00,site_206,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210426_030300_3,2021-04-26 03:23:00,site_206,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210426_030300_5,2021-04-26 03:43:00,site_206,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210426_040311_1,2021-04-26 04:03:00,site_206,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210426_040311_3,2021-04-26 04:23:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_040311_5,2021-04-26 04:43:00,site_206,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210426_050311_1,2021-04-26 05:03:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_050311_3,2021-04-26 05:23:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210426_050311_5,2021-04-26 05:43:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_060311_1,2021-04-26 06:03:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_060311_3,2021-04-26 06:23:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_060311_5,2021-04-26 06:43:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_070311_1,2021-04-26 07:03:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_070311_3,2021-04-26 07:23:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_070311_5,2021-04-26 07:43:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210426_080311_1,2021-04-26 08:03:00,site_206,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210426_080311_3,2021-04-26 08:23:00,site_206,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210426_080311_5,2021-04-26 08:43:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_021900_1,2021-05-21 02:19:00,site_206,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210521_021900_3,2021-05-21 02:39:00,site_206,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210521_021900_5,2021-05-21 02:59:00,site_206,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210521_031904_1,2021-05-21 03:19:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_031904_3,2021-05-21 03:39:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210521_031904_5,2021-05-21 03:59:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_041904_1,2021-05-21 04:19:00,site_206,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210521_041904_3,2021-05-21 04:39:00,site_206,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210521_041904_5,2021-05-21 04:59:00,site_206,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210521_051904_1,2021-05-21 05:19:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210521_051904_3,2021-05-21 05:39:00,site_206,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210521_051904_5,2021-05-21 05:59:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_061904_1,2021-05-21 06:19:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_061904_3,2021-05-21 06:39:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_061904_5,2021-05-21 06:59:00,site_206,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210521_071904_1,2021-05-21 07:19:00,site_206,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210521_071904_3,2021-05-21 07:39:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210521_071904_5,2021-05-21 07:59:00,site_206,SM3,Forest - Temperate,3,,,,,
SM303733_20210420_031500_1,2021-04-20 03:15:00,site_167,SM3,Forest - Temperate,0,,,,,
SM303733_20210420_031500_3,2021-04-20 03:35:00,site_167,SM3,Forest - Temperate,0,,,,,
SM303733_20210420_031500_5,2021-04-20 03:55:00,site_167,SM3,Forest - Temperate,0,,,,,
SM303733_20210420_041507_1,2021-04-20 04:15:00,site_167,SM3,Forest - Temperate,2,,,,,
SM303733_20210420_041507_3,2021-04-20 04:35:00,site_167,SM3,Forest - Temperate,2,,,,,
SM303733_20210420_041507_5,2021-04-20 04:55:00,site_167,SM3,Forest - Temperate,4,,,,,
SM303733_20210420_051507_1,2021-04-20 05:15:00,site_167,SM3,Forest - Temperate,5,,,,,
SM303733_20210420_051507_3,2021-04-20 05:35:00,site_167,SM3,Forest - Temperate,4,,,,,
SM303733_20210420_051507_5,2021-04-20 05:55:00,site_167,SM3,Forest - Temperate,3,,,,,
SM303733_20210420_061507_1,2021-04-20 06:15:00,site_167,SM3,Forest - Temperate,3,,,,,
SM303733_20210420_061507_3,2021-04-20 06:35:00,site_167,SM3,Forest - Temperate,4,,,,,
SM303733_20210420_061507_5,2021-04-20 06:55:00,site_167,SM3,Forest - Temperate,3,,,,,
SM303733_20210420_071507_1,2021-04-20 07:15:00,site_167,SM3,Forest - Temperate,5,,,,,
SM303733_20210420_071507_3,2021-04-20 07:35:00,site_167,SM3,Forest - Temperate,4,,,,,
SM303733_20210420_071507_5,2021-04-20 07:55:00,site_167,SM3,Forest - Temperate,5,,,,,
SM303733_20210420_081507_1,2021-04-20 08:15:00,site_167,SM3,Forest - Temperate,3,,,,,
SM303733_20210420_081507_3,2021-04-20 08:35:00,site_167,SM3,Forest - Temperate,3,,,,,
SM303733_20210420_081507_5,2021-04-20 08:55:00,site_167,SM3,Forest - Temperate,1,,,,,
SM300853__0__20210518_022300_1,2021-05-18 02:23:00,site_167,SM3,Forest - Temperate,0,,,,,
SM300853__0__20210518_022300_3,2021-05-18 02:43:00,site_167,SM3,Forest - Temperate,0,,,,,
SM300853__0__20210518_022300_5,2021-05-18 03:03:00,site_167,SM3,Forest - Temperate,1,,,,,
SM300853__0__20210518_032304_1,2021-05-18 03:23:00,site_167,SM3,Forest - Temperate,2,,,,,
SM300853__0__20210518_032304_3,2021-05-18 03:43:00,site_167,SM3,Forest - Temperate,2,,,,,
SM300853__0__20210518_032304_5,2021-05-18 04:03:00,site_167,SM3,Forest - Temperate,6,,,,,
SM300853__0__20210518_042304_1,2021-05-18 04:23:00,site_167,SM3,Forest - Temperate,4,,,,,
SM300853__0__20210518_042304_3,2021-05-18 04:43:00,site_167,SM3,Forest - Temperate,5,,,,,
SM300853__0__20210518_042304_5,2021-05-18 05:03:00,site_167,SM3,Forest - Temperate,4,,,,,
SM300853__0__20210518_052304_1,2021-05-18 05:23:00,site_167,SM3,Forest - Temperate,5,,,,,
SM300853__0__20210518_052304_3,2021-05-18 05:43:00,site_167,SM3,Forest - Temperate,4,,,,,
SM300853__0__20210518_052304_5,2021-05-18 06:03:00,site_167,SM3,Forest - Temperate,3,,,,,
SM300853__0__20210518_062304_1,2021-05-18 06:23:00,site_167,SM3,Forest - Temperate,3,,,,,
SM300853__0__20210518_062304_3,2021-05-18 06:43:00,site_167,SM3,Forest - Temperate,6,,,,,
SM300853__0__20210518_062304_5,2021-05-18 07:03:00,site_167,SM3,Forest - Temperate,4,,,,,
SM300853__0__20210518_072304_1,2021-05-18 07:23:00,site_167,SM3,Forest - Temperate,3,,,,,
SM300853__0__20210518_072304_3,2021-05-18 07:43:00,site_167,SM3,Forest - Temperate,4,,,,,
SM300853__0__20210518_072304_5,2021-05-18 08:03:00,site_167,SM3,Forest - Temperate,4,,,,,
SM303737__0__20210421_031300_1m,2021-04-21 03:13:00,site_175,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210421_031300_3m,2021-04-21 03:33:00,site_175,SM3,Forest - Temperate,1,,,,,
SM303737__0__20210421_031300_5m,2021-04-21 03:53:00,site_175,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210421_041306_1m,2021-04-21 04:13:00,site_175,SM3,Forest - Temperate,1,,,,,
SM303737__0__20210421_041306_3m,2021-04-21 04:33:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210421_041306_5m,2021-04-21 04:53:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210421_051306_1m,2021-04-21 05:13:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303737__0__20210421_051306_3m,2021-04-21 05:33:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303737__0__20210421_051306_5m,2021-04-21 05:53:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210421_061306_1m,2021-04-21 06:13:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303737__0__20210421_061306_3m,2021-04-21 06:33:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303737__0__20210421_061306_5m,2021-04-21 06:53:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210421_071305_1m,2021-04-21 07:13:00,site_175,SM3,Forest - Temperate,4,,,,,
SM303737__0__20210421_071305_3m,2021-04-21 07:33:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303737__0__20210421_071305_5m,2021-04-21 07:53:00,site_175,SM3,Forest - Temperate,4,,,,,
SM303737__0__20210421_081306_1m,2021-04-21 08:13:00,site_175,SM3,Forest - Temperate,4,,,,,
SM303737__0__20210421_081306_3m,2021-04-21 08:33:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210421_081306_5m,2021-04-21 08:53:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303731__0__20210519_022200_1,2021-05-19 02:22:00,site_175,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210519_022200_3,2021-05-19 02:42:00,site_175,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210519_022200_5,2021-05-19 03:02:00,site_175,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210519_032204_1,2021-05-19 03:22:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210519_032204_3,2021-05-19 03:42:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303731__0__20210519_032204_5,2021-05-19 04:02:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210519_042204_1,2021-05-19 04:22:00,site_175,SM3,Forest - Temperate,7,,,,,
SM303731__0__20210519_042204_3,2021-05-19 04:42:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303731__0__20210519_042204_5,2021-05-19 05:02:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210519_052204_1,2021-05-19 05:22:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210519_052204_3,2021-05-19 05:42:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210519_052204_5,2021-05-19 06:02:00,site_175,SM3,Forest - Temperate,7,,,,,
SM303731__0__20210519_062204_1,2021-05-19 06:22:00,site_175,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210519_062204_3,2021-05-19 06:42:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303731__0__20210519_062204_5,2021-05-19 07:02:00,site_175,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210519_072204_1,2021-05-19 07:22:00,site_175,SM3,Forest - Temperate,6,,,,,
SM303731__0__20210519_072204_3,2021-05-19 07:42:00,site_175,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210519_072204_5,2021-05-19 08:02:00,site_175,SM3,Forest - Temperate,7,,,,,
SM300866__0__20210429_025700_1,2021-04-29 02:57:00,site_232,SM3,Forest - Temperate,0,,,,,
SM300866__0__20210429_025700_3,2021-04-29 03:17:00,site_232,SM3,Forest - Temperate,0,,,,,
SM300866__0__20210429_025700_5,2021-04-29 03:37:00,site_232,SM3,Forest - Temperate,0,,,,,
SM300866__0__20210429_035705_1,2021-04-29 03:57:00,site_232,SM3,Forest - Temperate,3,,,,,
SM300866__0__20210429_035705_3,2021-04-29 04:17:00,site_232,SM3,Forest - Temperate,3,,,,,
SM300866__0__20210429_035705_5,2021-04-29 04:37:00,site_232,SM3,Forest - Temperate,7,,,,,
SM300866__0__20210429_045706_1,2021-04-29 04:57:00,site_232,SM3,Forest - Temperate,8,,,,,
SM300866__0__20210429_045706_3,2021-04-29 05:17:00,site_232,SM3,Forest - Temperate,8,,,,,
SM300866__0__20210429_045706_5,2021-04-29 05:37:00,site_232,SM3,Forest - Temperate,8,,,,,
SM300866__0__20210429_055705_1,2021-04-29 05:57:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300866__0__20210429_055705_3,2021-04-29 06:17:00,site_232,SM3,Forest - Temperate,7,,,,,
SM300866__0__20210429_055705_5,2021-04-29 06:37:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300866__0__20210429_065705_1,2021-04-29 06:57:00,site_232,SM3,Forest - Temperate,7,,,,,
SM300866__0__20210429_065705_3,2021-04-29 07:17:00,site_232,SM3,Forest - Temperate,4,,,,,
SM300866__0__20210429_065705_5,2021-04-29 07:37:00,site_232,SM3,Forest - Temperate,5,,,,,
SM300866__0__20210429_075705_1,2021-04-29 07:57:00,site_232,SM3,Forest - Temperate,4,,,,,
SM300866__0__20210429_075705_3,2021-04-29 08:17:00,site_232,SM3,Forest - Temperate,3,,,,,
SM300866__0__20210429_075705_5,2021-04-29 08:37:00,site_232,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210524_021500_1,2021-05-24 02:15:00,site_232,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210524_021500_3,2021-05-24 02:35:00,site_232,SM3,Forest - Temperate,0,,,,,
SM300852__0__20210524_021500_5,2021-05-24 02:55:00,site_232,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210524_031504_1,2021-05-24 03:15:00,site_232,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210524_031504_3,2021-05-24 03:35:00,site_232,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210524_031504_5,2021-05-24 03:55:00,site_232,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210524_041504_1,2021-05-24 04:15:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210524_041504_3,2021-05-24 04:35:00,site_232,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210524_041504_5,2021-05-24 04:55:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210524_051504_1,2021-05-24 05:15:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210524_051504_3,2021-05-24 05:35:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210524_051504_5,2021-05-24 05:55:00,site_232,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210524_061504_1,2021-05-24 06:15:00,site_232,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210524_061504_3,2021-05-24 06:35:00,site_232,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210524_061504_5,2021-05-24 06:55:00,site_232,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210524_071504_1,2021-05-24 07:15:00,site_232,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210524_071504_3,2021-05-24 07:35:00,site_232,SM3,Forest - Temperate,2,,,,,
SM300852__0__20210524_071504_5,2021-05-24 07:55:00,site_232,SM3,Forest - Temperate,5,,,,,
SM303737__0__20210427_030100_1m,2021-04-27 03:01:00,site_215,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210427_030100_3m,2021-04-27 03:21:00,site_215,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210427_030100_5m,2021-04-27 03:41:00,site_215,SM3,Forest - Temperate,1,,,,,
SM303737__0__20210427_040106_1m,2021-04-27 04:01:00,site_215,SM3,Forest - Temperate,1,,,,,
SM303737__0__20210427_040106_3m,2021-04-27 04:21:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_040106_5m,2021-04-27 04:41:00,site_215,SM3,Forest - Temperate,4,,,,,
SM303737__0__20210427_050105_1m,2021-04-27 05:01:00,site_215,SM3,Forest - Temperate,5,,,,,
SM303737__0__20210427_050105_3m,2021-04-27 05:21:00,site_215,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210427_050105_5m,2021-04-27 05:41:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_060106_1m,2021-04-27 06:01:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_060106_3m,2021-04-27 06:21:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_060106_5m,2021-04-27 06:41:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_070106_1m,2021-04-27 07:01:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_070106_3m,2021-04-27 07:21:00,site_215,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210427_070106_5m,2021-04-27 07:41:00,site_215,SM3,Forest - Temperate,3,,,,,
SM303737__0__20210427_080106_1m,2021-04-27 08:01:00,site_215,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210427_080106_3m,2021-04-27 08:21:00,site_215,SM3,Forest - Temperate,1,,,,,
SM303737__0__20210427_080106_5m,2021-04-27 08:41:00,site_215,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210522_021800_1,2021-05-22 02:18:00,site_215,SM3,Forest - Temperate,0,,,,,
SM300852__0__20210522_021800_3,2021-05-22 02:38:00,site_215,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210522_021800_5,2021-05-22 02:58:00,site_215,SM3,Forest - Temperate,0,,,,,
SM300852__0__20210522_031804_1,2021-05-22 03:18:00,site_215,SM3,Forest - Temperate,0,,,,,
SM300852__0__20210522_031804_3,2021-05-22 03:38:00,site_215,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210522_031804_5,2021-05-22 03:58:00,site_215,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210522_041804_1,2021-05-22 04:18:00,site_215,SM3,Forest - Temperate,2,,,,,
SM300852__0__20210522_041804_3,2021-05-22 04:38:00,site_215,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210522_041804_5,2021-05-22 04:58:00,site_215,SM3,Forest - Temperate,2,,,,,
SM300852__0__20210522_051804_1,2021-05-22 05:18:00,site_215,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210522_051804_3,2021-05-22 05:38:00,site_215,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210522_051804_5,2021-05-22 05:58:00,site_215,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210522_061804_1,2021-05-22 06:18:00,site_215,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210522_061804_3,2021-05-22 06:38:00,site_215,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210522_061804_5,2021-05-22 06:58:00,site_215,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210522_071804_1,2021-05-22 07:18:00,site_215,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210522_071804_3,2021-05-22 07:38:00,site_215,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210522_071804_5,2021-05-22 07:58:00,site_215,SM3,Forest - Temperate,4,,,,,
SM303718__0__20210423_030900_1,2021-04-23 03:09:00,site_187,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210423_030900_3,2021-04-23 03:29:00,site_187,SM3,Forest - Temperate,0,,,,,
SM303718__0__20210423_030900_5,2021-04-23 03:49:00,site_187,SM3,Forest - Temperate,0,,,,,
SM303718__0__20210423_040904_1,2021-04-23 04:09:00,site_187,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210423_040904_3,2021-04-23 04:29:00,site_187,SM3,Forest - Temperate,5,,,,,
SM303718__0__20210423_040904_5,2021-04-23 04:49:00,site_187,SM3,Forest - Temperate,6,,,,,
SM303718__0__20210423_050904_1,2021-04-23 05:09:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303718__0__20210423_050904_3,2021-04-23 05:29:00,site_187,SM3,Forest - Temperate,3,,,,,
SM303718__0__20210423_050904_5,2021-04-23 05:49:00,site_187,SM3,Forest - Temperate,3,,,,,
SM303718__0__20210423_060904_1,2021-04-23 06:09:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303718__0__20210423_060904_3,2021-04-23 06:29:00,site_187,SM3,Forest - Temperate,3,,,,,
SM303718__0__20210423_060904_5,2021-04-23 06:49:00,site_187,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210423_070904_1,2021-04-23 07:09:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303718__0__20210423_070904_3,2021-04-23 07:29:00,site_187,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210423_070904_5,2021-04-23 07:49:00,site_187,SM3,Forest - Temperate,3,,,,,
SM303718__0__20210423_080904_1,2021-04-23 08:09:00,site_187,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210423_080904_3,2021-04-23 08:29:00,site_187,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210423_080904_5,2021-04-23 08:49:00,site_187,SM3,Forest - Temperate,2,,,,,
SM303779__0__20210520_022000_1,2021-05-20 02:20:00,site_187,SM3,Forest - Temperate,0,,,,,
SM303779__0__20210520_022000_3,2021-05-20 02:40:00,site_187,SM3,Forest - Temperate,0,,,,,
SM303779__0__20210520_022000_5,2021-05-20 03:00:00,site_187,SM3,Forest - Temperate,0,,,,,
SM303779__0__20210520_032006_1,2021-05-20 03:20:00,site_187,SM3,Forest - Temperate,2,,,,,
SM303779__0__20210520_032006_3,2021-05-20 03:40:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_032006_5,2021-05-20 04:00:00,site_187,SM3,Forest - Temperate,3,,,,,
SM303779__0__20210520_042006_1,2021-05-20 04:20:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_042006_3,2021-05-20 04:40:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_042006_5,2021-05-20 05:00:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_052006_1,2021-05-20 05:20:00,site_187,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210520_052006_3,2021-05-20 05:40:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_052006_5,2021-05-20 06:00:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_062006_1,2021-05-20 06:20:00,site_187,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210520_062006_3,2021-05-20 06:40:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_062006_5,2021-05-20 07:00:00,site_187,SM3,Forest - Temperate,3,,,,,
SM303779__0__20210520_072006_1,2021-05-20 07:20:00,site_187,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210520_072006_3,2021-05-20 07:40:00,site_187,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210520_072006_5,2021-05-20 08:00:00,site_187,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210502_025100_1,2021-05-02 02:51:00,site_245,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210502_025100_3,2021-05-02 03:11:00,site_245,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210502_025100_5,2021-05-02 03:31:00,site_245,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210502_035111_1,2021-05-02 03:51:00,site_245,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210502_035111_3,2021-05-02 04:11:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210502_035111_5,2021-05-02 04:31:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210502_045111_1,2021-05-02 04:51:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210502_045111_3,2021-05-02 05:11:00,site_245,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210502_045111_5,2021-05-02 05:31:00,site_245,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210502_055111_1,2021-05-02 05:51:00,site_245,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210502_055111_3,2021-05-02 06:11:00,site_245,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210502_055111_5,2021-05-02 06:31:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210502_065111_1,2021-05-02 06:51:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210502_065111_3,2021-05-02 07:11:00,site_245,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210502_065111_5,2021-05-02 07:31:00,site_245,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210502_075111_1,2021-05-02 07:51:00,site_245,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210502_075111_3,2021-05-02 08:11:00,site_245,SM3,Forest - Temperate,1,,,,,
SM303731__0__20210502_075111_5,2021-05-02 08:31:00,site_245,SM3,Forest - Temperate,2,,,,,
SM303733__0__20210525_021400_1,2021-05-25 02:14:00,site_245,SM3,Forest - Temperate,0,,,,,
SM303733__0__20210525_021400_3,2021-05-25 02:34:00,site_245,SM3,Forest - Temperate,0,,,,,
SM303733__0__20210525_021400_5,2021-05-25 02:54:00,site_245,SM3,Forest - Temperate,0,,,,,
SM303733__0__20210525_031404_1,2021-05-25 03:14:00,site_245,SM3,Forest - Temperate,1,,,,,
SM303733__0__20210525_031404_3,2021-05-25 03:34:00,site_245,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210525_031404_5,2021-05-25 03:54:00,site_245,SM3,Forest - Temperate,6,,,,,
SM303733__0__20210525_041404_1,2021-05-25 04:14:00,site_245,SM3,Forest - Temperate,6,,,,,
SM303733__0__20210525_041404_3,2021-05-25 04:34:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303733__0__20210525_041404_5,2021-05-25 04:54:00,site_245,SM3,Forest - Temperate,4,,,,,
SM303733__0__20210525_051404_1,2021-05-25 05:14:00,site_245,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210525_051404_3,2021-05-25 05:34:00,site_245,SM3,Forest - Temperate,5,,,,,
SM303733__0__20210525_051404_5,2021-05-25 05:54:00,site_245,SM3,Forest - Temperate,5,,,,,
