filename,date,site,device_id,biome,species_richness,pseudo_species_total_abundance,pseudo_species_shannon,pseudo_species_simpson,pseudo_species_inv_simpson,pseudo_species_gini_simpson
SM300857__0__20210522_031804_5,2021-05-22 03:58:00,site_209,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210522_041804_1,2021-05-22 04:18:00,site_209,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210522_041804_3,2021-05-22 04:38:00,site_209,SM3,Forest - Temperate,2,,,,,
SM300857__0__20210522_041804_5,2021-05-22 04:58:00,site_209,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210522_051804_1,2021-05-22 05:18:00,site_209,SM3,Forest - Temperate,8,,,,,
SM300857__0__20210522_051804_3,2021-05-22 05:38:00,site_209,SM3,Forest - Temperate,8,,,,,
SM300857__0__20210522_051804_5,2021-05-22 05:58:00,site_209,SM3,Forest - Temperate,7,,,,,
SM300857__0__20210522_061804_1,2021-05-22 06:18:00,site_209,SM3,Forest - Temperate,9,,,,,
SM300857__0__20210522_061804_3,2021-05-22 06:38:00,site_209,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210522_061804_5,2021-05-22 06:58:00,site_209,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210522_071804_1,2021-05-22 07:18:00,site_209,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210522_071804_3,2021-05-22 07:38:00,site_209,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210522_071804_5,2021-05-22 07:58:00,site_209,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210430_025500_1,2021-04-30 02:55:00,site_238,SM3,Forest - Temperate,0,,,,,
SM300852__0__20210430_025500_3,2021-04-30 03:15:00,site_238,SM3,Forest - Temperate,0,,,,,
SM300852__0__20210430_025500_5,2021-04-30 03:35:00,site_238,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210430_035504_1,2021-04-30 03:55:00,site_238,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210430_035504_3,2021-04-30 04:15:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210430_035504_5,2021-04-30 04:35:00,site_238,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210430_045504_1,2021-04-30 04:55:00,site_238,SM3,Forest - Temperate,8,,,,,
SM300852__0__20210430_045504_3,2021-04-30 05:15:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210430_045504_5,2021-04-30 05:35:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210430_055504_1,2021-04-30 05:55:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210430_055504_3,2021-04-30 06:15:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210430_055504_5,2021-04-30 06:35:00,site_238,SM3,Forest - Temperate,7,,,,,
SM300852__0__20210430_065504_1,2021-04-30 06:55:00,site_238,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210430_065504_3,2021-04-30 07:15:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210430_065504_5,2021-04-30 07:35:00,site_238,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210430_075504_1,2021-04-30 07:55:00,site_238,SM3,Forest - Temperate,3,,,,,
SM300852__0__20210430_075504_3,2021-04-30 08:15:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210430_075504_5,2021-04-30 08:35:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210523_021600_1,2021-05-23 02:16:00,site_238,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210523_021600_3,2021-05-23 02:36:00,site_238,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210523_021600_5,2021-05-23 02:56:00,site_238,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210523_031604_1,2021-05-23 03:16:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210523_031604_3,2021-05-23 03:36:00,site_238,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210523_031604_5,2021-05-23 03:56:00,site_238,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210523_041604_1,2021-05-23 04:16:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210523_041604_3,2021-05-23 04:36:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210523_041604_5,2021-05-23 04:56:00,site_238,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210523_051604_1,2021-05-23 05:16:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210523_051604_3,2021-05-23 05:36:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210523_051604_5,2021-05-23 05:56:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210523_061604_1,2021-05-23 06:16:00,site_238,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210523_061604_3,2021-05-23 06:36:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210523_061604_5,2021-05-23 06:56:00,site_238,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210523_071604_1,2021-05-23 07:16:00,site_238,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210523_071604_3,2021-05-23 07:36:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210523_071604_5,2021-05-23 07:56:00,site_238,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210502_025100_1,2021-05-02 02:51:00,site_246,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210502_025100_3,2021-05-02 03:11:00,site_246,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210502_025100_5,2021-05-02 03:31:00,site_246,SM3,Forest - Temperate,1,,,,,
SM300852__0__20210502_035104_1,2021-05-02 03:51:00,site_246,SM3,Forest - Temperate,2,,,,,
SM300852__0__20210502_035104_3,2021-05-02 04:11:00,site_246,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210502_035104_5,2021-05-02 04:31:00,site_246,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210502_045104_1,2021-05-02 04:51:00,site_246,SM3,Forest - Temperate,8,,,,,
SM300852__0__20210502_045104_3,2021-05-02 05:11:00,site_246,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210502_045104_5,2021-05-02 05:31:00,site_246,SM3,Forest - Temperate,7,,,,,
SM300852__0__20210502_055104_1,2021-05-02 05:51:00,site_246,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210502_055104_3,2021-05-02 06:11:00,site_246,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210502_055104_5,2021-05-02 06:31:00,site_246,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210502_065104_1,2021-05-02 06:51:00,site_246,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210502_065104_3,2021-05-02 07:11:00,site_246,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210502_065104_5,2021-05-02 07:31:00,site_246,SM3,Forest - Temperate,4,,,,,
SM300852__0__20210502_075104_1,2021-05-02 07:51:00,site_246,SM3,Forest - Temperate,5,,,,,
SM300852__0__20210502_075104_3,2021-05-02 08:11:00,site_246,SM3,Forest - Temperate,6,,,,,
SM300852__0__20210502_075104_5,2021-05-02 08:31:00,site_246,SM3,Forest - Temperate,6,,,,,
SM303733__0__20210524_021500_1,2021-05-24 02:15:00,site_246,SM3,Forest - Temperate,0,,,,,
SM303733__0__20210524_021500_3,2021-05-24 02:35:00,site_246,SM3,Forest - Temperate,0,,,,,
SM303733__0__20210524_021500_5,2021-05-24 02:55:00,site_246,SM3,Forest - Temperate,0,,,,,
SM303733__0__20210524_031504_1,2021-05-24 03:15:00,site_246,SM3,Forest - Temperate,2,,,,,
SM303733__0__20210524_031504_3,2021-05-24 03:35:00,site_246,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210524_031504_5,2021-05-24 03:55:00,site_246,SM3,Forest - Temperate,5,,,,,
SM303733__0__20210524_041504_1,2021-05-24 04:15:00,site_246,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210524_041504_3,2021-05-24 04:35:00,site_246,SM3,Forest - Temperate,1,,,,,
SM303733__0__20210524_041504_5,2021-05-24 04:55:00,site_246,SM3,Forest - Temperate,2,,,,,
SM303733__0__20210524_051504_1,2021-05-24 05:15:00,site_246,SM3,Forest - Temperate,1,,,,,
SM303733__0__20210524_051504_3,2021-05-24 05:35:00,site_246,SM3,Forest - Temperate,2,,,,,
SM303733__0__20210524_051504_5,2021-05-24 05:55:00,site_246,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210524_061504_1,2021-05-24 06:15:00,site_246,SM3,Forest - Temperate,2,,,,,
SM303733__0__20210524_061504_3,2021-05-24 06:35:00,site_246,SM3,Forest - Temperate,1,,,,,
SM303733__0__20210524_061504_5,2021-05-24 06:55:00,site_246,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210524_071504_1,2021-05-24 07:15:00,site_246,SM3,Forest - Temperate,2,,,,,
SM303733__0__20210524_071504_3,2021-05-24 07:35:00,site_246,SM3,Forest - Temperate,3,,,,,
SM303733__0__20210524_071504_5,2021-05-24 07:55:00,site_246,SM3,Forest - Temperate,2,,,,,
SM300857__0__20210430_025500_1,2021-04-30 02:55:00,site_237,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210430_025500_3,2021-04-30 03:15:00,site_237,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210430_025500_5,2021-04-30 03:35:00,site_237,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210430_035506_1,2021-04-30 03:55:00,site_237,SM3,Forest - Temperate,1,,,,,
SM300857__0__20210430_035506_3,2021-04-30 04:15:00,site_237,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210430_035506_5,2021-04-30 04:35:00,site_237,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210430_045506_1,2021-04-30 04:55:00,site_237,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210430_045506_3,2021-04-30 05:15:00,site_237,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210430_045506_5,2021-04-30 05:35:00,site_237,SM3,Forest - Temperate,1,,,,,
SM300857__0__20210430_055506_1,2021-04-30 05:55:00,site_237,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210430_055506_3,2021-04-30 06:15:00,site_237,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210430_055506_5,2021-04-30 06:35:00,site_237,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210430_065506_1,2021-04-30 06:55:00,site_237,SM3,Forest - Temperate,7,,,,,
SM300857__0__20210430_065506_3,2021-04-30 07:15:00,site_237,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210430_065506_5,2021-04-30 07:35:00,site_237,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210430_075506_1,2021-04-30 07:55:00,site_237,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210430_075506_3,2021-04-30 08:15:00,site_237,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210430_075506_5,2021-04-30 08:35:00,site_237,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210524_021500_1,2021-05-24 02:15:00,site_237,SM3,Forest - Temperate,1,,,,,
SM303779__0__20210524_021500_3,2021-05-24 02:35:00,site_237,SM3,Forest - Temperate,1,,,,,
SM303779__0__20210524_021500_5,2021-05-24 02:55:00,site_237,SM3,Forest - Temperate,2,,,,,
SM303779__0__20210524_031506_1,2021-05-24 03:15:00,site_237,SM3,Forest - Temperate,3,,,,,
SM303779__0__20210524_031506_3,2021-05-24 03:35:00,site_237,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210524_031506_5,2021-05-24 03:55:00,site_237,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210524_041506_1,2021-05-24 04:15:00,site_237,SM3,Forest - Temperate,8,,,,,
SM303779__0__20210524_041506_3,2021-05-24 04:35:00,site_237,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210524_041506_5,2021-05-24 04:55:00,site_237,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210524_051506_1,2021-05-24 05:15:00,site_237,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210524_051506_3,2021-05-24 05:35:00,site_237,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210524_051506_5,2021-05-24 05:55:00,site_237,SM3,Forest - Temperate,3,,,,,
SM303779__0__20210524_061506_1,2021-05-24 06:15:00,site_237,SM3,Forest - Temperate,3,,,,,
SM303779__0__20210524_061506_3,2021-05-24 06:35:00,site_237,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210524_061506_5,2021-05-24 06:55:00,site_237,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210524_071506_1,2021-05-24 07:15:00,site_237,SM3,Forest - Temperate,4,,,,,
SM303779__0__20210524_071506_3,2021-05-24 07:35:00,site_237,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210524_071506_5,2021-05-24 07:55:00,site_237,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210501_025300_1,2021-05-01 02:53:00,site_241,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210501_025300_3,2021-05-01 03:13:00,site_241,SM3,Forest - Temperate,0,,,,,
SM300857__0__20210501_025300_5,2021-05-01 03:33:00,site_241,SM3,Forest - Temperate,1,,,,,
SM300857__0__20210501_035306_1,2021-05-01 03:53:00,site_241,SM3,Forest - Temperate,1,,,,,
SM300857__0__20210501_035306_3,2021-05-01 04:13:00,site_241,SM3,Forest - Temperate,3,,,,,
SM300857__0__20210501_035306_5,2021-05-01 04:33:00,site_241,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210501_045306_1,2021-05-01 04:53:00,site_241,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210501_045306_3,2021-05-01 05:13:00,site_241,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210501_045306_5,2021-05-01 05:33:00,site_241,SM3,Forest - Temperate,7,,,,,
SM300857__0__20210501_055306_1,2021-05-01 05:53:00,site_241,SM3,Forest - Temperate,4,,,,,
SM300857__0__20210501_055306_3,2021-05-01 06:13:00,site_241,SM3,Forest - Temperate,8,,,,,
SM300857__0__20210501_055306_5,2021-05-01 06:33:00,site_241,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210501_065306_1,2021-05-01 06:53:00,site_241,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210501_065306_3,2021-05-01 07:13:00,site_241,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210501_065306_5,2021-05-01 07:33:00,site_241,SM3,Forest - Temperate,5,,,,,
SM300857__0__20210501_075306_1,2021-05-01 07:53:00,site_241,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210501_075306_3,2021-05-01 08:13:00,site_241,SM3,Forest - Temperate,6,,,,,
SM300857__0__20210501_075306_5,2021-05-01 08:33:00,site_241,SM3,Forest - Temperate,5,,,,,
SM303718__0__20210526_021300_1,2021-05-26 02:13:00,site_241,SM3,Forest - Temperate,0,,,,,
SM303718__0__20210526_021300_3,2021-05-26 02:33:00,site_241,SM3,Forest - Temperate,0,,,,,
SM303718__0__20210526_021300_5,2021-05-26 02:53:00,site_241,SM3,Forest - Temperate,0,,,,,
SM303718__0__20210526_031304_1,2021-05-26 03:13:00,site_241,SM3,Forest - Temperate,0,,,,,
SM303718__0__20210526_031304_3,2021-05-26 03:33:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_031304_5,2021-05-26 03:53:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_041304_1,2021-05-26 04:13:00,site_241,SM3,Forest - Temperate,3,,,,,
SM303718__0__20210526_041304_3,2021-05-26 04:33:00,site_241,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210526_041304_5,2021-05-26 04:53:00,site_241,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210526_051304_1,2021-05-26 05:13:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_051304_3,2021-05-26 05:33:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_051304_5,2021-05-26 05:53:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_061304_1,2021-05-26 06:13:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_061304_3,2021-05-26 06:33:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_061304_5,2021-05-26 06:53:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_071304_1,2021-05-26 07:13:00,site_241,SM3,Forest - Temperate,2,,,,,
SM303718__0__20210526_071304_3,2021-05-26 07:33:00,site_241,SM3,Forest - Temperate,1,,,,,
SM303718__0__20210526_071304_5,2021-05-26 07:53:00,site_241,SM3,Forest - Temperate,2,,,,,
SM303733_20210426_030300_1,2021-04-26 03:03:00,site_210,SM3,Forest - Temperate,0,,,,,
SM303733_20210426_030300_3,2021-04-26 03:23:00,site_210,SM3,Forest - Temperate,1,,,,,
SM303733_20210426_030300_5,2021-04-26 03:43:00,site_210,SM3,Forest - Temperate,0,,,,,
SM303733_20210426_040306_1,2021-04-26 04:03:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_040306_3,2021-04-26 04:23:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_040306_5,2021-04-26 04:43:00,site_210,SM3,Forest - Temperate,4,,,,,
SM303733_20210426_050306_1,2021-04-26 05:03:00,site_210,SM3,Forest - Temperate,4,,,,,
SM303733_20210426_050306_3,2021-04-26 05:23:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_050306_5,2021-04-26 05:43:00,site_210,SM3,Forest - Temperate,0,,,,,
SM303733_20210426_060306_1,2021-04-26 06:03:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_060306_3,2021-04-26 06:23:00,site_210,SM3,Forest - Temperate,4,,,,,
SM303733_20210426_060306_5,2021-04-26 06:43:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_070306_1,2021-04-26 07:03:00,site_210,SM3,Forest - Temperate,5,,,,,
SM303733_20210426_070306_3,2021-04-26 07:23:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_070306_5,2021-04-26 07:43:00,site_210,SM3,Forest - Temperate,2,,,,,
SM303733_20210426_080306_1,2021-04-26 08:03:00,site_210,SM3,Forest - Temperate,5,,,,,
SM303733_20210426_080306_3,2021-04-26 08:23:00,site_210,SM3,Forest - Temperate,3,,,,,
SM303733_20210426_080306_5,2021-04-26 08:43:00,site_210,SM3,Forest - Temperate,1,,,,,
SM303779__0__20210522_021800_1,2021-05-22 02:18:00,site_210,SM3,Forest - Temperate,0,,,,,
SM303779__0__20210522_021800_3,2021-05-22 02:38:00,site_210,SM3,Forest - Temperate,0,,,,,
SM303779__0__20210522_021800_5,2021-05-22 02:58:00,site_210,SM3,Forest - Temperate,1,,,,,
SM303779__0__20210522_031806_1,2021-05-22 03:18:00,site_210,SM3,Forest - Temperate,1,,,,,
SM303779__0__20210522_031806_3,2021-05-22 03:38:00,site_210,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210522_031806_5,2021-05-22 03:58:00,site_210,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210522_041806_1,2021-05-22 04:18:00,site_210,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210522_041806_3,2021-05-22 04:38:00,site_210,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210522_041806_5,2021-05-22 04:58:00,site_210,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210522_051806_1,2021-05-22 05:18:00,site_210,SM3,Forest - Temperate,8,,,,,
SM303779__0__20210522_051806_3,2021-05-22 05:38:00,site_210,SM3,Forest - Temperate,9,,,,,
SM303779__0__20210522_051806_5,2021-05-22 05:58:00,site_210,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210522_061806_1,2021-05-22 06:18:00,site_210,SM3,Forest - Temperate,7,,,,,
SM303779__0__20210522_061806_3,2021-05-22 06:38:00,site_210,SM3,Forest - Temperate,7,,,,,
SM303779__0__20210522_061806_5,2021-05-22 06:58:00,site_210,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210522_071806_1,2021-05-22 07:18:00,site_210,SM3,Forest - Temperate,5,,,,,
SM303779__0__20210522_071806_3,2021-05-22 07:38:00,site_210,SM3,Forest - Temperate,6,,,,,
SM303779__0__20210522_071806_5,2021-05-22 07:58:00,site_210,SM3,Forest - Temperate,7,,,,,
SM303734__0__20210426_030300_1,2021-04-26 03:03:00,site_211,SM3,Forest - Temperate,0,,,,,
SM303734__0__20210426_030300_3,2021-04-26 03:23:00,site_211,SM3,Forest - Temperate,0,,,,,
SM303734__0__20210426_030300_5,2021-04-26 03:43:00,site_211,SM3,Forest - Temperate,0,,,,,
SM303734__0__20210426_040306_1,2021-04-26 04:03:00,site_211,SM3,Forest - Temperate,2,,,,,
SM303734__0__20210426_040306_3,2021-04-26 04:23:00,site_211,SM3,Forest - Temperate,6,,,,,
SM303734__0__20210426_040306_5,2021-04-26 04:43:00,site_211,SM3,Forest - Temperate,7,,,,,
SM303734__0__20210426_050306_1,2021-04-26 05:03:00,site_211,SM3,Forest - Temperate,5,,,,,
SM303734__0__20210426_050306_3,2021-04-26 05:23:00,site_211,SM3,Forest - Temperate,5,,,,,
SM303734__0__20210426_050306_5,2021-04-26 05:43:00,site_211,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210426_060306_1,2021-04-26 06:03:00,site_211,SM3,Forest - Temperate,6,,,,,
SM303734__0__20210426_060306_3,2021-04-26 06:23:00,site_211,SM3,Forest - Temperate,6,,,,,
SM303734__0__20210426_060306_5,2021-04-26 06:43:00,site_211,SM3,Forest - Temperate,6,,,,,
SM303734__0__20210426_070306_1,2021-04-26 07:03:00,site_211,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210426_070306_3,2021-04-26 07:23:00,site_211,SM3,Forest - Temperate,5,,,,,
SM303734__0__20210426_070306_5,2021-04-26 07:43:00,site_211,SM3,Forest - Temperate,4,,,,,
SM303734__0__20210426_080306_1,2021-04-26 08:03:00,site_211,SM3,Forest - Temperate,5,,,,,
SM303734__0__20210426_080306_3,2021-04-26 08:23:00,site_211,SM3,Forest - Temperate,5,,,,,
SM303734__0__20210426_080306_5,2021-04-26 08:43:00,site_211,SM3,Forest - Temperate,1,,,,,
SM303737__0__20210522_021800_1,2021-05-22 02:18:00,site_211,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210522_021800_3,2021-05-22 02:38:00,site_211,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210522_021800_5,2021-05-22 02:58:00,site_211,SM3,Forest - Temperate,0,,,,,
SM303737__0__20210522_031804_1,2021-05-22 03:18:00,site_211,SM3,Forest - Temperate,2,,,,,
SM303737__0__20210522_031804_3,2021-05-22 03:38:00,site_211,SM3,Forest - Temperate,6,,,,,
SM303737__0__20210522_031804_5,2021-05-22 03:58:00,site_211,SM3,Forest - Temperate,4,,,,,
SM303737__0__20210522_041804_1,2021-05-22 04:18:00,site_211,SM3,Forest - Temperate,5,,,,,
SM303737__0__20210522_041804_3,2021-05-22 04:38:00,site_211,SM3,Forest - Temperate,7,,,,,
SM303737__0__20210522_041804_5,2021-05-22 04:58:00,site_211,SM3,Forest - Temperate,7,,,,,
SM303737__0__20210522_051804_1,2021-05-22 05:18:00,site_211,SM3,Forest - Temperate,7,,,,,
SM303737__0__20210522_051804_3,2021-05-22 05:38:00,site_211,SM3,Forest - Temperate,10,,,,,
SM303737__0__20210522_051804_5,2021-05-22 05:58:00,site_211,SM3,Forest - Temperate,8,,,,,
SM303737__0__20210522_061805_1,2021-05-22 06:18:00,site_211,SM3,Forest - Temperate,7,,,,,
SM303737__0__20210522_061805_3,2021-05-22 06:38:00,site_211,SM3,Forest - Temperate,8,,,,,
SM303737__0__20210522_061805_5,2021-05-22 06:58:00,site_211,SM3,Forest - Temperate,9,,,,,
SM303737__0__20210522_071805_1,2021-05-22 07:18:00,site_211,SM3,Forest - Temperate,8,,,,,
SM303737__0__20210522_071805_3,2021-05-22 07:38:00,site_211,SM3,Forest - Temperate,7,,,,,
SM303737__0__20210522_071805_5,2021-05-22 07:58:00,site_211,SM3,Forest - Temperate,8,,,,,
SM303733_20210422_031100_1,2021-04-22 03:11:00,site_184,SM3,Forest - Temperate,0,,,,,
SM303733_20210422_031100_3,2021-04-22 03:31:00,site_184,SM3,Forest - Temperate,0,,,,,
SM303733_20210422_031100_5,2021-04-22 03:51:00,site_184,SM3,Forest - Temperate,0,,,,,
SM303733_20210422_041107_1,2021-04-22 04:11:00,site_184,SM3,Forest - Temperate,1,,,,,
SM303733_20210422_041107_3,2021-04-22 04:31:00,site_184,SM3,Forest - Temperate,2,,,,,
SM303733_20210422_041107_5,2021-04-22 04:51:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303733_20210422_051107_1,2021-04-22 05:11:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303733_20210422_051107_3,2021-04-22 05:31:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303733_20210422_051107_5,2021-04-22 05:51:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303733_20210422_061107_1,2021-04-22 06:11:00,site_184,SM3,Forest - Temperate,5,,,,,
SM303733_20210422_061107_3,2021-04-22 06:31:00,site_184,SM3,Forest - Temperate,5,,,,,
SM303733_20210422_061107_5,2021-04-22 06:51:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303733_20210422_071106_1,2021-04-22 07:11:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303733_20210422_071106_3,2021-04-22 07:31:00,site_184,SM3,Forest - Temperate,2,,,,,
SM303733_20210422_071106_5,2021-04-22 07:51:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303733_20210422_081106_1,2021-04-22 08:11:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303733_20210422_081106_3,2021-04-22 08:31:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303733_20210422_081106_5,2021-04-22 08:51:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210520_022000_1,2021-05-20 02:20:00,site_184,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210520_022000_3,2021-05-20 02:40:00,site_184,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210520_022000_5,2021-05-20 03:00:00,site_184,SM3,Forest - Temperate,0,,,,,
SM303731__0__20210520_032004_1,2021-05-20 03:20:00,site_184,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210520_032004_3,2021-05-20 03:40:00,site_184,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210520_032004_5,2021-05-20 04:00:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210520_042004_1,2021-05-20 04:20:00,site_184,SM3,Forest - Temperate,6,,,,,
SM303731__0__20210520_042004_3,2021-05-20 04:40:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210520_042004_5,2021-05-20 05:00:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210520_052004_1,2021-05-20 05:20:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210520_052004_3,2021-05-20 05:40:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210520_052004_5,2021-05-20 06:00:00,site_184,SM3,Forest - Temperate,5,,,,,
SM303731__0__20210520_062004_1,2021-05-20 06:20:00,site_184,SM3,Forest - Temperate,4,,,,,
SM303731__0__20210520_062004_3,2021-05-20 06:40:00,site_184,SM3,Forest - Temperate,3,,,,,
SM303731__0__20210520_062004_5,2021-05-20 07:00:00,site_184,SM3,Forest - Temperate,2,,,,,
SM303731__0__20210520_072004_1,2021-05-20 07:20:00,site_184,SM3,Forest - Temperate,4,,,,,
