indice,r,lower_bound_ci,upper_bound_ci,p_boot,p_perm,habitat,r_threshold
EAS,0.34823190992118125,0.26,0.42,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
ECU,0.22695771367198858,0.14,0.31,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
ECV,0.2734838269896465,0.19,0.35,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
EPS,0.4469693926079155,0.38,0.51,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
EPS_KURT,-0.03620363512437029,-0.11,0.04,0.3680000000000001,0.38,Forest - Subtropical-tropical moist montane,0.15564190709676873
EPS_SKEW,-0.025201620165859823,-0.11,0.05,0.542,0.548,Forest - Subtropical-tropical moist montane,0.15564190709676873
ACI,-0.03842109862842582,-0.11,0.05,0.3360000000000001,0.347,Forest - Subtropical-tropical moist montane,0.15564190709676873
NDSI,0.3118731115764972,0.23,0.39,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
rBA,0.3118731115764972,0.23,0.39,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
AnthroEnergy,-0.10442242865977465,-0.19,-0.02,0.01200000000000001,0.01,Forest - Subtropical-tropical moist montane,0.15564190709676873
BioEnergy,0.003425156770398082,-0.08,0.09,0.948,0.931,Forest - Subtropical-tropical moist montane,0.15564190709676873
BIO,0.23273574517408208,0.15,0.32,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
ROU,-0.05748043822164358,-0.15,0.03,0.19399999999999995,0.186,Forest - Subtropical-tropical moist montane,0.15564190709676873
ADI,-0.14382594861298045,-0.23,-0.06,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
AEI,0.1471771826980812,0.07,0.23,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
LFC,0.15621063537565566,0.07,0.24,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
MFC,0.26500147464225154,0.19,0.34,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
HFC,-0.17843557205073654,-0.26,-0.08,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
ACTspFract,0.033645395482975106,-0.05,0.12,0.464,0.44,Forest - Subtropical-tropical moist montane,0.15564190709676873
ACTspCount,0.033645395482975106,-0.05,0.12,0.464,0.44,Forest - Subtropical-tropical moist montane,0.15564190709676873
ACTspMean,0.23340486330580656,0.15,0.32,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
EVNspFract,0.21880947742125095,0.14,0.31,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
EVNspMean,0.2323118060157829,0.15,0.32,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
EVNspCount,0.09776901892768138,0.01,0.19,0.028,0.018,Forest - Subtropical-tropical moist montane,0.15564190709676873
TFSD,0.3563212346444904,0.28,0.42,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
H_Havrda,-0.0008131185304329033,-0.09,0.08,0.998,0.988,Forest - Subtropical-tropical moist montane,0.15564190709676873
H_Renyi,-0.0008131185304329033,-0.09,0.08,0.998,0.988,Forest - Subtropical-tropical moist montane,0.15564190709676873
H_pairedShannon,-0.1148481319450736,-0.19,-0.03,0.0040000000000000036,0.007,Forest - Subtropical-tropical moist montane,0.15564190709676873
H_gamma,-0.17248922177432013,-0.26,-0.08,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
H_GiniSimpson,-0.03189584025120851,-0.11,0.05,0.46199999999999997,0.438,Forest - Subtropical-tropical moist montane,0.15564190709676873
RAOQ,-0.06442073650771359,-0.15,0.02,0.15999999999999992,0.125,Forest - Subtropical-tropical moist montane,0.15564190709676873
AGI,0.10765329031856487,0.02,0.19,0.01,0.013,Forest - Subtropical-tropical moist montane,0.15564190709676873
nROI,0.3537682012141086,0.27,0.43,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
aROI,0.4223710674284524,0.35,0.49,0.0,0.0,Forest - Subtropical-tropical moist montane,0.15564190709676873
ZCR,0.17576432907035927,0.13,0.22,0.0,0.0,Forest - Temperate,0.10058989693138871
MEANt,0.022676183785833436,-0.02,0.06,0.26,0.333,Forest - Temperate,0.10058989693138871
VARt,0.11092350990171536,0.07,0.15,0.0,0.0,Forest - Temperate,0.10058989693138871
SKEWt,-0.039664939332312875,-0.08,0.01,0.08400000000000007,0.075,Forest - Temperate,0.10058989693138871
KURTt,0.25010465067814597,0.2,0.29,0.0,0.0,Forest - Temperate,0.10058989693138871
LEQt,0.11054095740653554,0.07,0.15,0.0,0.0,Forest - Temperate,0.10058989693138871
BGNt,0.08641854142726361,0.04,0.13,0.0,0.0,Forest - Temperate,0.10058989693138871
SNRt,0.2932670594729114,0.25,0.33,0.0,0.0,Forest - Temperate,0.10058989693138871
M,0.08641854142726361,0.04,0.13,0.0,0.0,Forest - Temperate,0.10058989693138871
Ht,-0.27071149470276373,-0.31,-0.22,0.0,0.0,Forest - Temperate,0.10058989693138871
ACTtFraction,0.3336300602640919,0.29,0.37,0.0,0.0,Forest - Temperate,0.10058989693138871
ACTtCount,0.33363926524406196,0.29,0.37,0.0,0.0,Forest - Temperate,0.10058989693138871
ACTtMean,0.2668821244316463,0.22,0.3,0.0,0.0,Forest - Temperate,0.10058989693138871
EVNtFraction,0.3889035233018651,0.35,0.42,0.0,0.0,Forest - Temperate,0.10058989693138871
EVNtMean,0.43722864317968313,0.4,0.47,0.0,0.0,Forest - Temperate,0.10058989693138871
EVNtCount,0.2431384687800779,0.2,0.28,0.0,0.0,Forest - Temperate,0.10058989693138871
MEANf,0.22835663400859949,0.19,0.27,0.0,0.0,Forest - Temperate,0.10058989693138871
VARf,0.10398047992834161,0.06,0.15,0.0,0.0,Forest - Temperate,0.10058989693138871
SKEWf,-0.3489427304279537,-0.38,-0.31,0.0,0.0,Forest - Temperate,0.10058989693138871
KURTf,-0.34090810440795205,-0.38,-0.3,0.0,0.0,Forest - Temperate,0.10058989693138871
NP,0.5294925462116444,0.49,0.56,0.0,0.0,Forest - Temperate,0.10058989693138871
LEQf,0.10834701851581999,0.07,0.15,0.0,0.0,Forest - Temperate,0.10058989693138871
BGNf,-0.03811012731392709,-0.08,0.0,0.07800000000000007,0.089,Forest - Temperate,0.10058989693138871
SNRf,0.468869110728579,0.43,0.5,0.0,0.0,Forest - Temperate,0.10058989693138871
Hf,0.2571471434669914,0.22,0.3,0.0,0.0,Forest - Temperate,0.10058989693138871
H,0.24332558799615644,0.2,0.28,0.0,0.0,Forest - Temperate,0.10058989693138871
EAS,0.6857936438957488,0.66,0.71,0.0,0.0,Forest - Temperate,0.10058989693138871
ECU,0.49653621263953834,0.46,0.53,0.0,0.0,Forest - Temperate,0.10058989693138871
ECV,0.48871651521630616,0.45,0.53,0.0,0.0,Forest - Temperate,0.10058989693138871
EPS,0.6789056509231253,0.65,0.7,0.0,0.0,Forest - Temperate,0.10058989693138871
EPS_KURT,-0.27543469870690374,-0.33,-0.22,0.0,0.0,Forest - Temperate,0.10058989693138871
EPS_SKEW,-0.20427158388025993,-0.26,-0.15,0.0,0.0,Forest - Temperate,0.10058989693138871
ACI,0.2968152876405384,0.25,0.34,0.0,0.0,Forest - Temperate,0.10058989693138871
NDSI,0.4412874636257905,0.41,0.48,0.0,0.0,Forest - Temperate,0.10058989693138871
rBA,0.4412874636257905,0.41,0.48,0.0,0.0,Forest - Temperate,0.10058989693138871
AnthroEnergy,0.05820872256837001,0.02,0.1,0.004,0.012,Forest - Temperate,0.10058989693138871
BioEnergy,0.40144715093701283,0.37,0.44,0.0,0.0,Forest - Temperate,0.10058989693138871
BIO,0.671308193676842,0.65,0.69,0.0,0.0,Forest - Temperate,0.10058989693138871
ROU,0.12398159915647457,0.08,0.17,0.0,0.0,Forest - Temperate,0.10058989693138871
ADI,-0.2662170745355997,-0.31,-0.22,0.0,0.0,Forest - Temperate,0.10058989693138871
AEI,0.2514935257716488,0.21,0.3,0.0,0.0,Forest - Temperate,0.10058989693138871
LFC,0.3461759436538389,0.3,0.38,0.0,0.0,Forest - Temperate,0.10058989693138871
MFC,0.7013532413435054,0.68,0.72,0.0,0.0,Forest - Temperate,0.10058989693138871
HFC,-0.25425454042317236,-0.3,-0.22,0.0,0.0,Forest - Temperate,0.10058989693138871
ACTspFract,0.5546523883311196,0.51,0.59,0.0,0.0,Forest - Temperate,0.10058989693138871
ACTspCount,0.5546706233918274,0.51,0.59,0.0,0.0,Forest - Temperate,0.10058989693138871
ACTspMean,0.6622600347784429,0.63,0.69,0.0,0.0,Forest - Temperate,0.10058989693138871
EVNspFract,0.6888083016162679,0.66,0.71,0.0,0.0,Forest - Temperate,0.10058989693138871
EVNspMean,0.5795335791054189,0.54,0.61,0.0,0.0,Forest - Temperate,0.10058989693138871
EVNspCount,0.6576534945821007,0.63,0.68,0.0,0.0,Forest - Temperate,0.10058989693138871
TFSD,0.6472128191071268,0.62,0.67,0.0,0.0,Forest - Temperate,0.10058989693138871
H_Havrda,0.29423539861643433,0.26,0.33,0.0,0.0,Forest - Temperate,0.10058989693138871
H_Renyi,0.29423539861643433,0.26,0.33,0.0,0.0,Forest - Temperate,0.10058989693138871
H_pairedShannon,0.2576118871096919,0.22,0.3,0.0,0.0,Forest - Temperate,0.10058989693138871
H_gamma,0.15904249363510625,0.11,0.2,0.0,0.0,Forest - Temperate,0.10058989693138871
H_GiniSimpson,0.29927141489488385,0.26,0.34,0.0,0.0,Forest - Temperate,0.10058989693138871
RAOQ,0.12973907315088742,0.08,0.17,0.0,0.0,Forest - Temperate,0.10058989693138871
AGI,0.615299974899559,0.58,0.64,0.0,0.0,Forest - Temperate,0.10058989693138871
nROI,0.779159752779597,0.76,0.8,0.0,0.0,Forest - Temperate,0.10058989693138871
aROI,0.776625002676826,0.76,0.79,0.0,0.0,Forest - Temperate,0.10058989693138871
ZCR,0.441748166797305,0.37,0.5,0.0,0.0,Plantations,0.16956034930376157
MEANt,-0.03603327079611794,-0.13,0.06,0.43799999999999994,0.381,Plantations,0.16956034930376157
VARt,-0.20114519471505024,-0.29,-0.13,0.0,0.0,Plantations,0.16956034930376157
SKEWt,-0.11563136995481613,-0.2,-0.02,0.010000000000000009,0.004,Plantations,0.16956034930376157
KURTt,0.12108709331112004,0.04,0.21,0.008,0.006,Plantations,0.16956034930376157
LEQt,-0.20114519471505024,-0.29,-0.13,0.0,0.0,Plantations,0.16956034930376157
BGNt,-0.1877253291249738,-0.27,-0.11,0.0,0.0,Plantations,0.16956034930376157
SNRt,0.036068351672216635,-0.05,0.12,0.432,0.376,Plantations,0.16956034930376157
M,-0.1877253291249738,-0.27,-0.11,0.0,0.0,Plantations,0.16956034930376157
Ht,-0.05991462828895768,-0.14,0.02,0.1479999999999999,0.149,Plantations,0.16956034930376157
ACTtFraction,0.0843091185581869,0.0,0.16,0.038,0.05,Plantations,0.16956034930376157
ACTtCount,0.0843091185581869,0.0,0.16,0.038,0.05,Plantations,0.16956034930376157
ACTtMean,0.015849710116904513,-0.06,0.1,0.738,0.672,Plantations,0.16956034930376157
EVNtFraction,0.083969348053952,0.0,0.16,0.034,0.047,Plantations,0.16956034930376157
EVNtMean,0.08552717972132494,-0.0,0.16,0.048,0.04,Plantations,0.16956034930376157
EVNtCount,0.0964142374038016,0.02,0.17,0.012,0.026,Plantations,0.16956034930376157
MEANf,-0.1011782874158757,-0.18,-0.03,0.008000000000000007,0.016,Plantations,0.16956034930376157
VARf,-0.20736438692439133,-0.29,-0.13,0.0,0.0,Plantations,0.16956034930376157
SKEWf,-0.17033778238903224,-0.25,-0.09,0.0,0.0,Plantations,0.16956034930376157
KURTf,-0.17815291604714278,-0.25,-0.1,0.0,0.0,Plantations,0.16956034930376157
NP,0.20316229350709697,0.13,0.28,0.0,0.0,Plantations,0.16956034930376157
LEQf,-0.19160799874972995,-0.28,-0.12,0.0,0.0,Plantations,0.16956034930376157
BGNf,-0.22529514229421452,-0.3,-0.15,0.0,0.0,Plantations,0.16956034930376157
SNRf,0.13295243332168524,0.05,0.22,0.002,0.004,Plantations,0.16956034930376157
Hf,0.2223636752982781,0.15,0.3,0.0,0.0,Plantations,0.16956034930376157
H,0.21002331297805418,0.13,0.29,0.0,0.0,Plantations,0.16956034930376157
EAS,0.3521536527874237,0.28,0.43,0.0,0.0,Plantations,0.16956034930376157
ECU,0.20825428316779585,0.13,0.29,0.0,0.0,Plantations,0.16956034930376157
ECV,0.2189245233128979,0.14,0.3,0.0,0.0,Plantations,0.16956034930376157
EPS,0.33150106420068104,0.25,0.41,0.0,0.0,Plantations,0.16956034930376157
EPS_KURT,-0.1794172240099191,-0.26,-0.1,0.0,0.0,Plantations,0.16956034930376157
EPS_SKEW,-0.15208179664458144,-0.24,-0.07,0.0,0.0,Plantations,0.16956034930376157
ACI,0.04965497063062236,-0.03,0.13,0.258,0.234,Plantations,0.16956034930376157
NDSI,0.41152248395067115,0.34,0.47,0.0,0.0,Plantations,0.16956034930376157
rBA,0.41152248395067115,0.34,0.47,0.0,0.0,Plantations,0.16956034930376157
AnthroEnergy,-0.3284859139886529,-0.41,-0.25,0.0,0.0,Plantations,0.16956034930376157
BioEnergy,0.08742167947435485,0.01,0.16,0.024,0.036,Plantations,0.16956034930376157
BIO,0.3043032696706005,0.23,0.37,0.0,0.0,Plantations,0.16956034930376157
ROU,-0.18871828821408185,-0.27,-0.11,0.0,0.0,Plantations,0.16956034930376157
ADI,0.04200103870705074,-0.04,0.14,0.34,0.304,Plantations,0.16956034930376157
AEI,-0.043256729716765904,-0.14,0.04,0.32400000000000007,0.287,Plantations,0.16956034930376157
LFC,0.23449752743105004,0.15,0.31,0.0,0.0,Plantations,0.16956034930376157
MFC,0.6002065529103505,0.54,0.66,0.0,0.0,Plantations,0.16956034930376157
HFC,0.0005986058863296605,-0.07,0.08,0.994,0.994,Plantations,0.16956034930376157
ACTspFract,0.4520467599010225,0.38,0.52,0.0,0.0,Plantations,0.16956034930376157
ACTspCount,0.4520467599010225,0.38,0.52,0.0,0.0,Plantations,0.16956034930376157
ACTspMean,0.3512829318190129,0.27,0.43,0.0,0.0,Plantations,0.16956034930376157
EVNspFract,0.4362981460589972,0.36,0.5,0.0,0.0,Plantations,0.16956034930376157
EVNspMean,0.17940087564047502,0.1,0.26,0.0,0.0,Plantations,0.16956034930376157
EVNspCount,0.4563100524316757,0.39,0.52,0.0,0.0,Plantations,0.16956034930376157
TFSD,0.5340756513507895,0.47,0.6,0.0,0.0,Plantations,0.16956034930376157
H_Havrda,0.21392566876434918,0.14,0.29,0.0,0.0,Plantations,0.16956034930376157
H_Renyi,0.21392566876434918,0.14,0.29,0.0,0.0,Plantations,0.16956034930376157
H_pairedShannon,0.22116857543281496,0.14,0.3,0.0,0.0,Plantations,0.16956034930376157
H_gamma,0.3262256837948068,0.25,0.4,0.0,0.0,Plantations,0.16956034930376157
H_GiniSimpson,0.20761182630774763,0.13,0.29,0.0,0.0,Plantations,0.16956034930376157
RAOQ,0.3103718525264383,0.24,0.39,0.0,0.0,Plantations,0.16956034930376157
AGI,0.412417693414145,0.33,0.49,0.0,0.0,Plantations,0.16956034930376157
nROI,0.49078566819191516,0.43,0.56,0.0,0.0,Plantations,0.16956034930376157
aROI,0.5243861178803884,0.46,0.58,0.0,0.0,Plantations,0.16956034930376157
ZCR,-0.07048845165394278,-0.19,0.05,0.28800000000000003,0.3,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
MEANt,0.036264363349120046,-0.1,0.16,0.574,0.568,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
VARt,-0.09839219768240005,-0.23,0.03,0.12400000000000011,0.145,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
SKEWt,-0.1751542961110443,-0.29,-0.06,0.010000000000000009,0.006,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
KURTt,-0.07106630848703506,-0.21,0.06,0.3320000000000001,0.294,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
LEQt,-0.09839219768240005,-0.23,0.03,0.12400000000000011,0.145,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
BGNt,-0.09470962061935108,-0.22,0.05,0.17799999999999994,0.174,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
SNRt,-0.05587541278660766,-0.18,0.07,0.3919999999999999,0.427,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
M,-0.09470962061935108,-0.22,0.05,0.17799999999999994,0.174,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
Ht,0.052951106994898314,-0.07,0.19,0.446,0.443,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACTtFraction,-0.03375216155040959,-0.16,0.09,0.6060000000000001,0.636,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACTtCount,-0.03375216155040959,-0.16,0.09,0.6060000000000001,0.636,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACTtMean,-0.06352869938320065,-0.19,0.07,0.3480000000000001,0.36,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EVNtFraction,-0.021624312231777663,-0.15,0.09,0.728,0.75,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EVNtMean,-0.07378156470609516,-0.21,0.05,0.29200000000000004,0.269,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EVNtCount,0.05869808231038404,-0.06,0.18,0.354,0.374,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
MEANf,-0.06590008798475194,-0.21,0.08,0.3819999999999999,0.353,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
VARf,-0.07525669913068027,-0.2,0.06,0.268,0.275,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
SKEWf,-0.08232204691086718,-0.2,0.05,0.18599999999999994,0.222,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
KURTf,-0.09753151468582003,-0.22,0.03,0.1060000000000001,0.137,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
NP,0.22540188992055205,0.1,0.36,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
LEQf,-0.07171845361822918,-0.2,0.06,0.30000000000000004,0.304,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
BGNf,-0.07383779263693489,-0.2,0.07,0.30400000000000005,0.297,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
SNRf,-0.06057786205645493,-0.19,0.07,0.3919999999999999,0.389,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
Hf,0.0437876454240348,-0.08,0.17,0.46,0.507,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
H,0.048409969458072216,-0.07,0.17,0.426,0.481,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EAS,0.1560563665611602,0.02,0.3,0.036,0.019,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ECU,0.09070707324376343,-0.05,0.23,0.208,0.167,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ECV,0.03535857674297818,-0.1,0.18,0.644,0.595,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EPS,0.10533921481632473,-0.02,0.22,0.09,0.124,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EPS_KURT,-0.18930833942225014,-0.3,-0.05,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EPS_SKEW,-0.1696564314208065,-0.29,-0.04,0.014000000000000012,0.011,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACI,0.04599188535485691,-0.1,0.18,0.508,0.501,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
NDSI,0.07340267546233832,-0.05,0.19,0.226,0.281,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
rBA,0.07340267546233832,-0.05,0.19,0.226,0.281,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
AnthroEnergy,-0.08026160789994222,-0.21,0.05,0.246,0.24,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
BioEnergy,-0.014485156868459791,-0.17,0.12,0.8759999999999999,0.801,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
BIO,0.020180416179368246,-0.12,0.16,0.76,0.766,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ROU,-0.06639251327502708,-0.2,0.07,0.3400000000000001,0.35,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ADI,0.05875461496875518,-0.07,0.19,0.316,0.391,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
AEI,-0.06173675950684383,-0.19,0.07,0.30400000000000005,0.369,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
LFC,0.02417343080229488,-0.11,0.15,0.694,0.723,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
MFC,0.09957232036081806,-0.04,0.23,0.132,0.154,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
HFC,-0.1061556446028327,-0.24,0.02,0.09800000000000009,0.129,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACTspFract,0.014781248799465747,-0.12,0.14,0.786,0.821,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACTspCount,0.014781248799465747,-0.12,0.14,0.786,0.821,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ACTspMean,0.1557443557091324,0.01,0.29,0.032,0.018,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EVNspFract,0.09907087434863056,-0.04,0.21,0.128,0.141,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EVNspMean,0.12944948196528094,-0.01,0.27,0.074,0.045,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
EVNspCount,0.07964081083252074,-0.06,0.2,0.22,0.245,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
TFSD,0.11599374865623256,-0.02,0.24,0.11,0.096,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
H_Havrda,0.08806400172343964,-0.04,0.21,0.158,0.193,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
H_Renyi,0.08806400172343964,-0.04,0.21,0.158,0.193,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
H_pairedShannon,0.04412777970320114,-0.08,0.17,0.452,0.504,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
H_gamma,0.011782124078953814,-0.1,0.14,0.85,0.865,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
H_GiniSimpson,0.07721737956986845,-0.05,0.19,0.204,0.247,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
RAOQ,0.01683956528758779,-0.1,0.14,0.79,0.809,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
AGI,0.10454433002663491,-0.04,0.23,0.126,0.121,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
nROI,0.38677955298651195,0.27,0.48,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
aROI,0.33288533316370056,0.21,0.43,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.25029425648756454
ZCR,0.18656981307386894,0.11,0.26,0.0,0.0,Shrubland - Temperate,0.15944643653456994
MEANt,-0.058178308035572245,-0.14,0.02,0.17199999999999993,0.126,Shrubland - Temperate,0.15944643653456994
VARt,-0.0701380359100523,-0.15,0.02,0.12200000000000011,0.063,Shrubland - Temperate,0.15944643653456994
SKEWt,0.02493564370418245,-0.05,0.1,0.496,0.495,Shrubland - Temperate,0.15944643653456994
KURTt,0.0029979008756931065,-0.08,0.09,0.922,0.951,Shrubland - Temperate,0.15944643653456994
LEQt,-0.07015126174102689,-0.15,0.02,0.12200000000000011,0.063,Shrubland - Temperate,0.15944643653456994
BGNt,-0.04069998918764918,-0.13,0.04,0.3520000000000001,0.298,Shrubland - Temperate,0.15944643653456994
SNRt,-0.03886953811117747,-0.13,0.05,0.3839999999999999,0.304,Shrubland - Temperate,0.15944643653456994
M,-0.04069998918764918,-0.13,0.04,0.3520000000000001,0.298,Shrubland - Temperate,0.15944643653456994
Ht,0.028749281605022527,-0.06,0.12,0.528,0.451,Shrubland - Temperate,0.15944643653456994
ACTtFraction,-0.03724185171631888,-0.12,0.05,0.42199999999999993,0.341,Shrubland - Temperate,0.15944643653456994
ACTtCount,-0.037321235209629315,-0.12,0.05,0.41999999999999993,0.341,Shrubland - Temperate,0.15944643653456994
ACTtMean,-0.03206633180467879,-0.12,0.05,0.46599999999999997,0.393,Shrubland - Temperate,0.15944643653456994
EVNtFraction,-0.028908757053888696,-0.11,0.06,0.532,0.457,Shrubland - Temperate,0.15944643653456994
EVNtMean,0.014235249214479858,-0.06,0.1,0.69,0.71,Shrubland - Temperate,0.15944643653456994
EVNtCount,0.015692550021104246,-0.07,0.1,0.696,0.69,Shrubland - Temperate,0.15944643653456994
MEANf,0.054456582781787326,-0.03,0.14,0.2,0.155,Shrubland - Temperate,0.15944643653456994
VARf,-0.06047795185278414,-0.14,0.03,0.16999999999999993,0.118,Shrubland - Temperate,0.15944643653456994
SKEWf,-0.3028175451311639,-0.37,-0.23,0.0,0.0,Shrubland - Temperate,0.15944643653456994
KURTf,-0.3023709719022391,-0.37,-0.23,0.0,0.0,Shrubland - Temperate,0.15944643653456994
NP,0.3424090282331998,0.25,0.41,0.0,0.0,Shrubland - Temperate,0.15944643653456994
LEQf,-0.04306485816534344,-0.13,0.04,0.3560000000000001,0.25,Shrubland - Temperate,0.15944643653456994
BGNf,-0.10840793095952485,-0.19,-0.02,0.01200000000000001,0.005,Shrubland - Temperate,0.15944643653456994
SNRf,0.09597983573048728,0.01,0.18,0.026,0.021,Shrubland - Temperate,0.15944643653456994
Hf,0.28740155192088507,0.21,0.35,0.0,0.0,Shrubland - Temperate,0.15944643653456994
H,0.28774852855043515,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.15944643653456994
EAS,0.39929795792938455,0.33,0.48,0.0,0.0,Shrubland - Temperate,0.15944643653456994
ECU,0.22508214384252706,0.15,0.31,0.0,0.0,Shrubland - Temperate,0.15944643653456994
ECV,0.19076451226847807,0.11,0.28,0.0,0.0,Shrubland - Temperate,0.15944643653456994
EPS,0.5713139606230285,0.51,0.63,0.0,0.0,Shrubland - Temperate,0.15944643653456994
EPS_KURT,-0.14693915899607018,-0.22,-0.07,0.0020000000000000018,0.0,Shrubland - Temperate,0.15944643653456994
EPS_SKEW,-0.08740332651464036,-0.17,-0.0,0.038000000000000034,0.016,Shrubland - Temperate,0.15944643653456994
ACI,0.32405834758865387,0.24,0.39,0.0,0.0,Shrubland - Temperate,0.15944643653456994
NDSI,0.3862981059003849,0.32,0.45,0.0,0.0,Shrubland - Temperate,0.15944643653456994
rBA,0.3862981059003849,0.32,0.45,0.0,0.0,Shrubland - Temperate,0.15944643653456994
AnthroEnergy,-0.07438928570411968,-0.16,0.01,0.1060000000000001,0.059,Shrubland - Temperate,0.15944643653456994
BioEnergy,0.29021183465643796,0.21,0.36,0.0,0.0,Shrubland - Temperate,0.15944643653456994
BIO,0.44421352843677886,0.38,0.5,0.0,0.0,Shrubland - Temperate,0.15944643653456994
ROU,-0.04479473003984202,-0.13,0.04,0.3360000000000001,0.235,Shrubland - Temperate,0.15944643653456994
ADI,0.08052210156182801,-0.01,0.17,0.082,0.043,Shrubland - Temperate,0.15944643653456994
AEI,-0.09758189065898487,-0.19,-0.01,0.038000000000000034,0.012,Shrubland - Temperate,0.15944643653456994
LFC,0.19677807111124104,0.12,0.27,0.0,0.0,Shrubland - Temperate,0.15944643653456994
MFC,0.3413345713933226,0.27,0.41,0.0,0.0,Shrubland - Temperate,0.15944643653456994
HFC,-0.31055969649892534,-0.37,-0.24,0.0,0.0,Shrubland - Temperate,0.15944643653456994
ACTspFract,0.272514238212654,0.2,0.35,0.0,0.0,Shrubland - Temperate,0.15944643653456994
ACTspCount,0.272354911858044,0.2,0.35,0.0,0.0,Shrubland - Temperate,0.15944643653456994
